user_id,signup_date,country,device_type,acquisition_channel
271,2022-08-21,Kenya,Android,Organic
272,2022-04-09,Ghana,iOS,Organic
273,2022-05-27,Ghana,Web,Organic
274,2022-10-31,Kenya,Android,Referral
275,2022-07-27,Nigeria,iOS,Referral
276,2022-05-11,Nigeria,Web,Referral
277,2022-06-01,Kenya,Android,Referral
278,2022-02-23,Nigeria,Web,Ads
279,2022-04-30,Ghana,iOS,Referral
280,2022-06-10,South Africa,iOS,Organic
281,2022-04-26,South Africa,Web,Ads
282,2022-03-16,Nigeria,iOS,Organic
283,2022-04-23,Nigeria,Android,Ads
284,2022-04-14,Ghana,iOS,Ads
285,2022-12-06,South Africa,Android,Ads
286,2022-09-11,Nigeria,Android,Ads
287,2022-08-15,South Africa,iOS,Organic
288,2022-04-22,Kenya,Web,Referral
289,2022-04-09,South Africa,Android,Referral
290,2022-06-02,South Africa,Web,Referral
291,2022-12-15,South Africa,Web,Ads
292,2022-12-04,South Africa,iOS,Ads
293,2022-07-13,South Africa,Android,Organic
294,2022-11-06,South Africa,iOS,Ads
295,2022-06-12,Nigeria,iOS,Referral
296,2022-07-27,South Africa,Android,Ads
297,2022-06-18,Kenya,iOS,Organic
298,2022-06-10,Nigeria,iOS,Referral
299,2022-03-09,Ghana,iOS,Ads
300,2022-10-16,Ghana,iOS,Referral
301,2022-10-04,Nigeria,Web,Ads
302,2022-10-31,Nigeria,Android,Referral
303,2022-05-15,Nigeria,Android,Referral
304,2022-07-14,Nigeria,Android,Organic
305,2022-05-08,South Africa,Web,Organic
306,2022-02-02,Nigeria,Web,Ads
307,2022-06-25,South Africa,iOS,Referral
308,2022-01-22,Ghana,Android,Ads
309,2022-08-26,Nigeria,iOS,Organic
310,2022-06-07,South Africa,iOS,Referral
311,2022-02-07,Kenya,Web,Organic
312,2022-08-18,Kenya,Android,Referral
313,2022-12-31,Nigeria,Android,Ads
314,2022-02-20,Nigeria,Android,Ads
315,2022-09-21,Nigeria,Android,Referral
316,2022-10-10,South Africa,Web,Ads
317,2022-01-27,Kenya,Android,Ads
318,2022-08-14,Nigeria,Web,Referral
319,2022-10-04,Ghana,Android,Ads
320,2022-10-13,Ghana,Web,Referral
321,2022-04-07,South Africa,iOS,Referral
322,2022-10-11,South Africa,Android,Organic
323,2022-11-13,South Africa,Web,Organic
324,2022-10-31,Kenya,Android,Organic
325,2022-05-27,Ghana,iOS,Referral
326,2022-01-04,Ghana,iOS,Organic
327,2022-02-04,Kenya,Android,Organic
328,2022-07-11,Ghana,Web,Referral
329,2022-02-18,South Africa,Android,Referral
330,2022-01-17,Nigeria,Android,Referral
331,2022-06-21,Ghana,Web,Ads
332,2022-08-08,Nigeria,Web,Organic
333,2022-06-07,South Africa,iOS,Organic
334,2022-02-15,Nigeria,Android,Referral
335,2022-01-06,Nigeria,Android,Organic
336,2022-04-09,South Africa,Android,Ads
337,2022-08-21,Ghana,Web,Organic
338,2022-02-06,Ghana,Web,Referral
339,2022-10-07,Ghana,Android,Organic
340,2022-12-15,Ghana,Web,Referral
341,2022-10-29,Kenya,Web,Ads
342,2022-06-30,South Africa,Android,Referral
343,2022-04-05,Ghana,Web,Ads
344,2022-04-09,Kenya,Android,Organic
345,2022-07-07,Nigeria,Android,Organic
346,2022-04-26,South Africa,Web,Ads
347,2022-07-10,Ghana,iOS,Organic
348,2022-09-10,Nigeria,iOS,Organic
349,2022-06-10,Nigeria,iOS,Organic
350,2022-09-13,Nigeria,Android,Organic
351,2022-11-19,Nigeria,Web,Referral
352,2022-05-08,Ghana,iOS,Organic
353,2022-01-18,South Africa,iOS,Organic
354,2022-10-08,Nigeria,Android,Referral
355,2022-08-11,Kenya,Web,Organic
356,2022-02-23,Nigeria,iOS,Ads
357,2022-02-27,Nigeria,iOS,Organic
358,2022-11-19,South Africa,iOS,Organic
359,2022-12-26,South Africa,Web,Organic
360,2022-06-23,Nigeria,Web,Ads
361,2022-10-07,South Africa,Android,Referral
362,2022-04-24,South Africa,Web,Referral
363,2022-10-15,Ghana,iOS,Organic
364,2022-12-08,Nigeria,Android,Ads
365,2022-05-31,South Africa,Android,Organic
366,2022-05-07,Nigeria,Android,Referral
367,2022-06-04,Ghana,iOS,Ads
368,2022-09-30,Kenya,Web,Ads
369,2022-04-14,Nigeria,Android,Organic
370,2022-10-26,Kenya,iOS,Ads
371,2022-09-03,Nigeria,Android,Ads
372,2022-06-25,Nigeria,iOS,Ads
373,2022-02-08,South Africa,iOS,Referral
374,2022-06-19,South Africa,Android,Organic
375,2022-09-04,Kenya,Web,Referral
376,2022-01-26,Ghana,Android,Referral
377,2022-12-21,Ghana,Android,Referral
378,2022-11-02,Kenya,iOS,Referral
379,2022-01-13,South Africa,iOS,Ads
380,2022-11-12,Kenya,Android,Organic
381,2022-11-09,Nigeria,Web,Referral
382,2022-02-05,Nigeria,Android,Organic
383,2022-06-22,Ghana,Android,Organic
384,2022-01-20,Kenya,iOS,Organic
385,2022-11-17,Nigeria,iOS,Ads
386,2022-09-21,Kenya,Web,Referral
387,2022-05-22,Nigeria,Web,Referral
388,2022-05-23,Ghana,Web,Organic
389,2022-04-02,Ghana,Web,Referral
390,2022-12-20,Nigeria,Web,Organic
391,2022-11-18,Kenya,Web,Organic
392,2022-10-15,Nigeria,Web,Ads
393,2022-08-03,South Africa,Web,Referral
394,2022-12-08,Nigeria,Android,Referral
395,2022-02-20,Kenya,iOS,Referral
396,2022-06-02,South Africa,Android,Referral
397,2022-07-05,Ghana,Android,Referral
398,2022-03-04,Ghana,Android,Organic
399,2022-07-09,Nigeria,iOS,Referral
400,2022-05-05,Kenya,Web,Organic
401,2022-05-30,Ghana,iOS,Ads
402,2022-11-10,Nigeria,Android,Referral
403,2022-02-27,Kenya,iOS,Organic
404,2022-12-08,Nigeria,Web,Referral
405,2022-11-01,Ghana,Android,Ads
406,2022-06-29,Kenya,iOS,Ads
407,2022-06-19,South Africa,Android,Referral
408,2022-11-22,Kenya,iOS,Organic
409,2022-09-28,Kenya,Android,Organic
410,2022-02-23,Nigeria,iOS,Ads
411,2022-04-11,Ghana,Web,Ads
412,2022-09-21,Nigeria,Android,Ads
413,2022-02-22,Nigeria,Web,Organic
414,2022-03-01,Nigeria,Android,Organic
415,2022-04-18,Kenya,Android,Organic
416,2022-01-05,Ghana,Web,Referral
417,2022-04-13,Nigeria,Android,Organic
418,2022-07-15,Kenya,Android,Organic
419,2022-09-19,Nigeria,iOS,Referral
420,2022-12-31,Ghana,Web,Referral
421,2022-12-16,Kenya,Android,Referral
422,2022-02-16,Nigeria,iOS,Ads
423,2022-12-21,Kenya,iOS,Referral
424,2022-11-07,Kenya,iOS,Referral
425,2022-11-04,Ghana,iOS,Referral
426,2022-05-24,South Africa,Android,Ads
427,2022-09-26,South Africa,Android,Referral
428,2022-05-04,Nigeria,iOS,Ads
429,2022-04-16,South Africa,iOS,Referral
430,2022-06-07,South Africa,Android,Organic
431,2022-05-27,South Africa,Web,Organic
432,2022-05-25,Kenya,Web,Organic
433,2022-04-30,South Africa,iOS,Ads
434,2022-11-15,South Africa,Web,Organic
435,2022-10-02,Ghana,iOS,Organic
436,2022-04-02,Kenya,Web,Ads
437,2022-02-27,Ghana,Web,Ads
438,2022-12-12,South Africa,iOS,Referral
439,2022-08-17,Nigeria,Web,Referral
440,2022-04-27,Kenya,Android,Organic
441,2022-11-14,Kenya,Web,Ads
442,2022-10-06,Ghana,Android,Organic
443,2022-05-07,South Africa,Web,Referral
444,2022-05-09,Kenya,Web,Referral
445,2022-02-27,Nigeria,iOS,Organic
446,2022-05-02,Kenya,Web,Ads
447,2022-01-01,South Africa,Android,Organic
448,2022-08-27,South Africa,Android,Referral
449,2022-10-17,Kenya,iOS,Organic
450,2022-04-06,Kenya,Android,Referral
451,2022-05-06,Kenya,Web,Referral
452,2022-04-28,South Africa,Android,Organic
453,2022-02-17,South Africa,Android,Ads
454,2022-03-30,South Africa,iOS,Ads
455,2022-08-25,Ghana,Android,Referral
456,2022-09-29,Nigeria,Android,Organic
457,2022-07-08,South Africa,Android,Ads
458,2022-07-11,Kenya,iOS,Organic
459,2022-03-10,South Africa,Web,Organic
460,2022-10-05,Nigeria,Android,Ads
461,2022-12-15,Ghana,Web,Referral
462,2022-09-04,Kenya,Web,Organic
463,2022-03-17,South Africa,Web,Organic
464,2022-06-03,Nigeria,iOS,Ads
465,2022-05-24,Nigeria,iOS,Organic
466,2022-03-27,Kenya,Android,Referral
467,2022-07-04,Ghana,iOS,Referral
468,2022-10-12,Kenya,iOS,Ads
469,2022-08-08,South Africa,iOS,Referral
470,2022-03-10,Nigeria,iOS,Organic
471,2022-02-16,Ghana,iOS,Ads
472,2022-04-04,Kenya,Android,Ads
473,2022-08-26,South Africa,Web,Referral
474,2022-07-23,Kenya,Web,Ads
475,2022-08-06,Ghana,iOS,Ads
476,2022-12-07,South Africa,Web,Organic
477,2022-02-08,Ghana,iOS,Ads
478,2022-04-10,Ghana,Android,Ads
479,2022-10-16,Ghana,Android,Ads
480,2022-09-11,Nigeria,Web,Organic
481,2022-08-10,South Africa,Android,Ads
482,2022-12-23,Kenya,Web,Ads
483,2022-01-23,Nigeria,iOS,Organic
484,2022-09-07,South Africa,iOS,Referral
485,2022-01-10,Ghana,Android,Organic
486,2022-09-03,Kenya,iOS,Referral
487,2022-11-21,Kenya,Android,Organic
488,2022-04-10,Kenya,iOS,Organic
489,2022-10-17,Nigeria,Android,Ads
490,2022-06-29,Ghana,Android,Organic
491,2022-08-11,South Africa,iOS,Referral
492,2022-09-07,Nigeria,Android,Ads
493,2022-05-27,Kenya,iOS,Referral
494,2022-04-06,Kenya,iOS,Ads
495,2022-09-14,Nigeria,Android,Organic
496,2022-11-21,South Africa,Android,Ads
497,2022-01-04,Ghana,Android,Ads
498,2022-01-16,Kenya,Android,Ads
499,2022-10-07,Kenya,iOS,Ads
500,2022-12-02,Ghana,Web,Organic
501,2022-09-04,Nigeria,iOS,Referral
502,2022-09-15,Kenya,Web,Referral
503,2022-06-09,Nigeria,Web,Organic
504,2022-12-06,Ghana,iOS,Ads
505,2022-06-01,Ghana,Web,Organic
506,2022-06-27,Kenya,Android,Referral
507,2022-06-12,Kenya,Web,Referral
508,2022-02-02,South Africa,iOS,Organic
509,2022-06-28,Ghana,Android,Organic
510,2022-04-11,Ghana,Web,Organic
511,2022-09-25,Ghana,Web,Organic
512,2022-11-19,Ghana,Web,Organic
513,2022-03-06,Kenya,Web,Organic
514,2022-06-17,Ghana,iOS,Organic
515,2022-11-26,South Africa,iOS,Ads
516,2022-02-12,Nigeria,iOS,Referral
517,2022-02-13,Nigeria,Android,Ads
518,2022-10-12,South Africa,Android,Organic
519,2022-01-12,Nigeria,iOS,Organic
520,2022-04-05,South Africa,Android,Organic
521,2022-10-29,South Africa,iOS,Referral
522,2022-09-10,Kenya,iOS,Ads
523,2022-08-30,South Africa,iOS,Organic
524,2022-02-04,South Africa,Android,Ads
525,2022-08-03,Ghana,Android,Organic
526,2022-12-03,Ghana,Web,Referral
527,2022-03-31,Ghana,Android,Ads
528,2022-09-21,South Africa,Android,Organic
529,2022-04-03,South Africa,Android,Ads
530,2022-03-31,Nigeria,Web,Ads
531,2022-04-25,Nigeria,Android,Organic
532,2022-04-15,South Africa,iOS,Organic
533,2022-07-15,Kenya,Android,Organic
534,2022-11-10,Nigeria,iOS,Ads
535,2022-04-24,Ghana,Web,Organic
536,2022-03-16,Kenya,Web,Organic
537,2022-08-05,Kenya,Web,Referral
538,2022-10-04,South Africa,iOS,Organic
539,2022-09-06,Ghana,Web,Referral
540,2022-06-13,Ghana,Android,Ads
541,2022-12-23,Kenya,Android,Organic
542,2022-07-11,Kenya,Web,Organic
543,2022-08-15,Nigeria,Web,Organic
544,2022-06-26,Nigeria,iOS,Organic
545,2022-04-09,Kenya,Web,Ads
546,2022-02-05,Ghana,Web,Ads
547,2022-04-06,Ghana,Web,Ads
548,2022-06-01,Ghana,Android,Ads
549,2022-05-31,South Africa,Web,Organic
550,2022-07-09,Nigeria,Web,Ads
551,2022-08-12,Nigeria,Android,Referral
552,2022-02-06,Ghana,Web,Ads
553,2022-09-25,South Africa,iOS,Referral
554,2022-07-02,Nigeria,iOS,Referral
555,2022-01-13,Kenya,Android,Organic
556,2022-10-06,South Africa,iOS,Organic
557,2022-08-05,Kenya,iOS,Referral
558,2022-12-21,Kenya,Android,Organic
559,2022-12-27,Kenya,iOS,Referral
560,2022-10-13,Nigeria,Web,Organic
561,2022-09-30,South Africa,iOS,Organic
562,2022-03-03,Ghana,Android,Ads
563,2022-03-25,South Africa,iOS,Referral
564,2022-08-05,Kenya,Web,Ads
565,2022-12-08,Kenya,Web,Ads
566,2022-07-06,South Africa,Web,Organic
567,2022-01-19,Ghana,iOS,Ads
568,2022-06-26,Nigeria,Android,Ads
569,2022-04-10,Ghana,Android,Referral
570,2022-08-21,Kenya,iOS,Organic
571,2022-03-17,Ghana,Web,Organic
572,2022-09-22,Kenya,Android,Ads
573,2022-10-11,South Africa,Android,Organic
574,2022-07-25,Kenya,Web,Organic
575,2022-08-11,South Africa,Android,Ads
576,2022-02-21,Kenya,Android,Ads
577,2022-12-05,South Africa,Web,Organic
578,2022-05-24,Nigeria,Android,Organic
579,2022-03-10,Kenya,Web,Ads
580,2022-04-09,South Africa,Web,Ads
581,2022-01-25,Nigeria,Android,Referral
582,2022-02-22,South Africa,Web,Ads
583,2022-05-31,Kenya,Web,Ads
584,2022-05-24,Ghana,Android,Ads
585,2022-02-26,Kenya,Web,Referral
586,2022-02-08,Kenya,iOS,Organic
587,2022-04-19,South Africa,Web,Organic
588,2022-06-30,Ghana,Android,Referral
589,2022-02-11,Kenya,Android,Referral
590,2022-07-05,Ghana,Android,Referral
591,2022-08-11,Ghana,Web,Organic
592,2022-05-02,Kenya,Web,Referral
593,2022-05-13,Nigeria,iOS,Ads
594,2022-06-12,Ghana,Web,Organic
595,2022-08-03,Nigeria,Android,Ads
596,2022-08-09,South Africa,Android,Referral
597,2022-08-23,South Africa,Web,Ads
598,2022-11-27,Ghana,Android,Ads
599,2022-05-26,South Africa,iOS,Organic
600,2022-08-27,South Africa,iOS,Organic
601,2022-03-17,South Africa,iOS,Referral
602,2022-01-09,South Africa,Web,Ads
603,2022-03-15,South Africa,Web,Organic
604,2022-09-10,South Africa,iOS,Referral
605,2022-08-18,South Africa,Android,Referral
606,2022-01-07,South Africa,Web,Organic
607,2022-06-23,Nigeria,iOS,Referral
608,2022-05-21,Ghana,Web,Referral
609,2022-06-17,Ghana,iOS,Referral
610,2022-06-19,Kenya,Android,Organic
611,2022-10-10,Nigeria,Web,Referral
612,2022-05-02,Nigeria,Android,Ads
613,2022-07-13,Ghana,iOS,Organic
614,2022-01-05,Kenya,Android,Ads
615,2022-01-29,Kenya,Android,Referral
616,2022-06-14,Kenya,iOS,Organic
617,2022-12-05,Kenya,Web,Referral
618,2022-05-16,South Africa,iOS,Organic
619,2022-12-31,Kenya,Android,Organic
620,2022-11-17,South Africa,Web,Organic
621,2022-12-08,Ghana,iOS,Ads
622,2022-05-25,Kenya,Android,Organic
623,2022-11-23,South Africa,iOS,Ads
624,2022-08-05,Kenya,Web,Organic
625,2022-10-28,Ghana,Android,Ads
626,2022-05-12,Kenya,iOS,Organic
627,2022-10-19,Kenya,Web,Referral
628,2022-03-11,Nigeria,iOS,Ads
629,2022-09-09,Nigeria,Android,Ads
630,2022-10-02,Nigeria,iOS,Referral
631,2022-12-30,Nigeria,Android,Organic
632,2022-07-01,Ghana,Web,Referral
633,2022-06-16,Kenya,Web,Referral
634,2022-04-01,Kenya,Android,Ads
635,2022-07-21,Nigeria,iOS,Organic
636,2022-12-12,South Africa,Android,Ads
637,2022-01-19,Kenya,Android,Referral
638,2022-02-08,Nigeria,iOS,Referral
639,2022-05-06,Nigeria,Android,Organic
640,2022-06-22,Kenya,iOS,Referral
641,2022-05-21,South Africa,Web,Ads
642,2022-08-30,South Africa,Android,Ads
643,2022-08-08,Ghana,Web,Referral
644,2022-05-06,South Africa,Android,Organic
645,2022-02-27,Ghana,iOS,Ads
646,2022-05-28,Kenya,iOS,Ads
